Profit Center,Valid To,Controlling Area,Valid From,Entered On,Created By,Field name of CO-PA characteristic,Department,Person Responsible for Profit Center,User Responsible,Currency,Successor profit center,Country/Region Key,Title,Name 1,Name 2,Name 3,Name 4,City,District,Street,PO Box,Postal Code,P.O. Box Postal Code,Language Key,Telebox number,Telephone 1,Telephone 2,Fax Number,Teletex number,Telex number,Data line,Printer name,Hierarchy Area,Company Code,Joint venture,Recovery Indicator,Equity type,Tax Jurisdiction,Region,Usage,Application,Procedure,Logical System,Lock indicator,PrCtr Formula Planning Template,Segment,Dummy function in length 1,Name,Long Text,Profit center short text for matchcode
507B,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,507B,,,General Products & Realty Division,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(415) 399-3700,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Pulp &Paper Prod/SFR,Pulp & Paper Products/SFR,PULP &PAPER PROD/SFR
507C,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507C,,,General Products & Realty Division,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Cement/NYK,Cement /NYK,CEMENT/NYK
507D,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,507D,,,General Products & Realty Division,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(415) 399-3700,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Tires II /NYK,Tires II /NYK,TIRES II /NYK
507F,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-10-20 00:00:00,ALCHAN,,,.,,,,US,,507F,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,IMI GP Walsh LLC Equ,IMI GP Walsh LLC Equity ,IMI GP WALSH LLC EQU
507G,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-29 00:00:00,ALCHAN,,,.,,,,,,507G,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,IMI GP Equity,IMI GP Equity,IMI GP EQUITY
507H,9999-12-31 00:00:00,USV3,2022-01-01 00:00:00,2022-03-29 00:00:00,STAM,,,.,,,,,,507H,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,IBP Holdings Inc.,IBP Holdings Inc. Equity,IBP HOLDINGS INC.
507I,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-07-29 00:00:00,ALCHAN,,,.,,,,,,507I,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,IMI Charlotte LP Equ,IMI Charlotte LP Equity,IMI CHARLOTTE LP EQU
507J,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-10-20 00:00:00,ALCHAN,,,.,,,,US,,507J,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,IMI Walsh LP Equity,IMI Walsh LP Equity,IMI WALSH LP EQUITY
507K,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507K,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Alta Forest Products,Alta Forest Products LLC /NYK,ALTA FOREST PRODUCTS
507M,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507M,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Master Halco /NYK,Master Halco /NYK,MASTER HALCO /NYK
507N,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507N,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Cerabeads /NYK,Cerabeads /NYK,CERABEADS /NYK
507O,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,507O,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(415) 399-3700,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Realty /NYK,Realty /NYK,REALTY /NYK
507P,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-10-15 00:00:00,VNHUNG,,,.,,,,US,,507P,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(415) 399-3700,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Business Development,Business Development /NYK,BUSINESS DEVELOPMENT
507Q,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507Q,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Pacific Woodtech/NYK,Pacific Woodtech Equity A/C/NY,PACIFIC WOODTECH/NYK
507R,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507R,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Project Gemini /NYK,Project Gemini /NYK,PROJECT GEMINI /NYK
507S,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,507S,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(415) 399-3700,,,,,,,US50,,,,,USNY100201104,NY,,,,,X,,,,ITR-USA Inc. /NYK,ITR-USA Inc. /NYK,ITR-USA INC. /NYK
507T,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507T,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Primesource /NYK,Primesource/NYK,PRIMESOURCE /NYK
507U,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507U,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Building Material,Building Material,BUILDING MATERIAL
507V,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507V,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,General Products/MEX,General Products /MEX,GENERAL PRODUCTS/MEX
507X,9999-12-31 00:00:00,USV3,2023-01-01 00:00:00,2023-09-26 00:00:00,ALCHAN,,,.,,,,,,507X,,,Log & Lumber (Historical),,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Log & Lumber (Hist),Log & Lumber (Historical),LOG & LUMBER (HIST)
507Y,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507Y,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Internal Cap/RE/NYK,Internal Capital & R/E/NYK,INTERNAL CAP/RE/NYK
507Z,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,507Z,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,G/M Div A/C,G/M Div./NYK,G/M DIV A/C
508A,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508A,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(330) 670-1110,,,,,,,US50,,,,,USNY100201104,NY,,,,,X,,,,TXAX /NYK,TXAX /NYK,TXAX /NYK
508B,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-09-24 00:00:00,ALCHAN,,,.,,,,,,508B,,,,,,,,,,EN,,(713) 843-6500,,,,,,,US50,,,,,,,,,,,,,,,Maypro,Maypro,MAYPRO
508C,9999-12-31 00:00:00,USV3,2025-01-01 00:00:00,2026-03-20 00:00:00,DNGO,,,.,,,,,,508C,,,Energy & Chemicals Division,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Battery Materials,Battery Materials,BATTERY MATERIALS
508K,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508K,,,,HOUSTON,,"750 Town and Country Blvd., Ste 600",,77024-4161,,EN,,(713) 843-6500,,,,,,,US50,,,,,USTX770244161,TX,,,,,X,,,,Helmitin USA Equity,Helmitin USA Equtiy A/C,HELMITIN USA EQUITY
508L,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508L,,,,HOUSTON,,"750 Town and Country Blvd., Ste 600",,77024-4161,,EN,,(713) 843-6500,,,,,,,US50,,,,,USTX770244161,TX,,,,,X,,,,Helmitin Canada Eqty,Helmitin Canada Equtiy A/C,HELMITIN CANADA EQTY
508M,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508M,,,,HOUSTON,,"750 Town and Country Blvd., Ste 600",,77024-4161,,EN,,(713) 843-6500,,,,,,,US50,,,,,USTX770244161,TX,,,,,,,,,ITOCHU Chemical,ITOCHU Chemical America,ITOCHU CHEMICAL
508N,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508N,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(330) 670-1110,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Reynolds /NYK,Reynolds /NYK,REYNOLDS /NYK
508O,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508O,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(713) 843-6500,,,,,,,US50,,,,,USNY100201104,NY,,,,,X,,,,MGI Int'l Affil,MGI International Affil,MGI INT'L AFFIL
508P,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508P,,,,HOUSTON,,"750 Town and Country Blvd., Ste 600",,77024-4161,,EN,,(713) 843-6500,,,,,,,US50,,,,,USTX770244161,TX,,,,,X,,,,Bonset(America),Bonset(America),BONSET(AMERICA)
508V,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508V,,,,NEW YORK,NEW YORK,1251 Avenue of the Americas,,10020-1104,,EN,,(330) 670-1110,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Chemical Mexico,ITOCHU Mexico- Chemical /MEX,CHEMICAL MEXICO
508X,9999-12-31 00:00:00,USV3,2022-01-01 00:00:00,2022-10-17 00:00:00,KFUKUYAMA,,,.,,,,,,508X,,,Energy & Chemicals Div.,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,MGI Int'l LLC Consol,MGI International LLC Consol,MGI INT'L LLC CONSOL
508Y,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508Y,,,,HOUSTON,,"750 Town and Country Blvd., Ste 600",,77024-4161,,EN,,(713) 843-6500,,,,,,,US50,,,,,USTX770244161,TX,,,,,,,,,ChemDiv Int Cap & RE,ChemDiv Int Capital & R/E,CHEMDIV INT CAP & RE
508Z,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,508Z,,,,HOUSTON,,"750 Town and Country Blvd., Ste 600",,77024-4161,,EN,,(713) 843-6500,,,,,,,US50,,,,,USTX770244161,TX,,,,,,,,,Chemical DIV_AC,Chemical DIV_AC,CHEMICAL DIV_AC
509L,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509L,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Trademark Merchant,Trademark Merchant Energy /NYK,TRADEMARK MERCHANT
509M,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509M,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Magnus Shoreline/NYK,Magnus Shoreline / NYK,MAGNUS SHORELINE/NYK
509P,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509P,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Power & Utility,Power & Utility,POWER & UTILITY
509Q,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509Q,,,Energy & Chemicals Division,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Battery Business,Battery Business,BATTERY BUSINESS
509W,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509W,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Internal Cap/RE,Internal Cap & RE A/C,INTERNAL CAP/RE
509X,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509X,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Power & Environ AC,Power & Environmental A/C,POWER & ENVIRON AC
509Y,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509Y,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Intern Cap & RE /NYK,Internal Cap & RE /NYK,INTERN CAP & RE /NYK
509Z,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,509Z,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Branch Gen Mgr /NYK,Branch General Manager /NYK,BRANCH GEN MGR /NYK
50A1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50A1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Divisional Acct /NYK,Divisional Accounting /NYK,DIVISIONAL ACCT /NYK
50A2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50A2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Corporate Credit/NYK,Corporate Credit /NYK,CORPORATE CREDIT/NYK
50A3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50A3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Financial Acctng&Rep,Financial Accounting&Reporting,FINANCIAL ACCTNG&REP
50A4,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50A4,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Finan. Risk Mgmt/NYK,Financial Risk Management/NYK,FINAN. RISK MGMT/NYK
50A5,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,US,,50A5,,,,EL SEGUNDO,,200 N. Pacific Coast Hwy Suite 925,,90245-5668,,EN,,(212) 818-8000,,,,,,,US50,,,,,USCA902455668,CA,,,,,X,,,,Planning&Contr Acctg,Planning &Controls Accting/NYK,PLANNING&CONTR ACCTG
50A6,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50A6,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,External Rprtng IFRS,External Reporting & IFRS/NYK,EXTERNAL RPRTNG IFRS
50A7,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50A7,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Corp Acct/Controller,Corp. Accting / Controller/NYK,CORP ACCT/CONTROLLER
50A8,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50A8,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Financial Systems/NY,Financial Systems /NYK,FINANCIAL SYSTEMS/NY
50B1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50B1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Business Develp/NYK,Business Development /NYK,BUSINESS DEVELP/NYK
50B2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50B2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,L.A. Branch Admin Ex,L.A. Branch Admin Exp A/C /LOS,L.A. BRANCH ADMIN EX
50B3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50B3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Washington DC Office,Washington D.C. Office/WSH,WASHINGTON DC OFFICE
50B4,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50B4,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,S.F. Branch Admin Ex,S.F. Branch Admin Exp A/C /SFR,S.F. BRANCH ADMIN EX
50B5,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50B5,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Sil Valley Offc:MGR,Silicon Valley Office: Manager,SIL VALLEY OFFC:MGR
50B6,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50B6,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Sil Valley Offc:NxtG,Silicon Valley Office:Next Gen,SIL VALLEY OFFC:NXTG
50C1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50C1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Corporate Planning,Corporate Planning /NYK,CORPORATE PLANNING
50C2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50C2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Busn Plng & Analy/NY,Business Planning & Anayls/NYK,BUSN PLNG & ANALY/NY
50C3,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2024-10-20 00:00:00,ALCHAN,,,.,,,,US,,50C3,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Sustainability Dept.,Sustainability Department,SUSTAINABILITY DEPT.
50C4,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2025-04-12 00:00:00,ALCHAN,,,.,,,,US,,50C4,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,BP&A,Business Planning & Analysis,BP&A
50C5,9999-12-31 00:00:00,USV3,2025-01-01 00:00:00,2026-03-27 00:00:00,TNLE,,,.,,,,US,,50C5,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,Corporate Dev,Corporate Development,CORPORATE DEV
50E1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50E1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Executive Office/NYK,Management/NYK,EXECUTIVE OFFICE/NYK
50E2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50E2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,CFO A/C /NYK,CFO A/C /NYK,CFO A/C /NYK
50E3,9999-12-31 00:00:00,USV3,2024-01-01 00:00:00,2025-04-25 00:00:00,ALCHAN,,,.,,,,US,,50E3,,,,New York,,1251 Avenue of the Americas,,10020-1104,,EN,,,,,,,,,US50,,,,,USNY100201104,NY,,,,,,,,,CCO A/C - NYK,CCO A/C - NYK,CCO A/C - NYK
50F1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50F1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Corp Finance & Treas,Corp. Finance & Treas. Svc/NYK,CORP FINANCE & TREAS
50F2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50F2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Insurance Mgmt. /NYK,Insurance Mangement/NYK,INSURANCE MGMT. /NYK
50F3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50F3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Insurance /NYK,Insurance /NYK,INSURANCE /NYK
50G1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50G1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,General Affairs /NYK,General Affairs /NYK,GENERAL AFFAIRS /NYK
50G2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50G2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,1251 Office Rent/NYK,1251 Office Rent /NYK,1251 OFFICE RENT/NYK
50G3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50G3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Office Rent /NYK,Office Rent /NYK,OFFICE RENT /NYK
50H1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50H1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,"Payroll,Benefits,HR","Payroll,Benefits,HR Admin /NYK","PAYROLL,BENEFITS,HR"
50H2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50H2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Learning & Developme,Learning & Development/NYK,LEARNING & DEVELOPME
50H3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50H3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Expatriate Relations,Expatriate Relations/NYK,EXPATRIATE RELATIONS
50H4,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50H4,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,HRIS /NYK,HRIS /NYK,HRIS /NYK
50H5,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50H5,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,HR & General Affairs,HR & General Affairs/NYK,HR & GENERAL AFFAIRS
50I1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50I1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Itochu Canada/NYK,Itochu Canada Ltd/NYK,ITOCHU CANADA/NYK
50I2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50I2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,ITOCHU Mexico /NYK,ITOCHU Mexico /NYK,ITOCHU MEXICO /NYK
50L1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50L1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Customs /NYK,Customs /NYK,CUSTOMS /NYK
50L2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50L2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Legal /NYK,Legal /NYK,LEGAL /NYK
50N1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50N1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,X,,,,Internal Audit /NYK,Internal Audit /NYK,INTERNAL AUDIT /NYK
50N2,9999-12-31 00:00:00,USV3,2023-01-01 00:00:00,2023-10-06 00:00:00,ALCHAN,,,.,,,,,,50N2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Mobile Business,Mobile Business,MOBILE BUSINESS
50Q1,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50Q1,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,"P/R, Benefits&HR Adm","Payroll,Benefits,HR Admin /NYK","P/R, BENEFITS&HR ADM"
50Q2,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50Q2,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Fixed Assets/NYK,Fixed Assets/NYK,FIXED ASSETS/NYK
50Q3,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50Q3,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,FCO Funds Control US,FCO Funds Control US,FCO FUNDS CONTROL US
50Q4,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50Q4,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Overhead Alloc A/C,Overhead Allocation A/C /NYK,OVERHEAD ALLOC A/C
50Q5,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50Q5,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Tax Accting Balances,Tax Accounting Balances /NYK,TAX ACCTING BALANCES
50Q6,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50Q6,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Head Office,Head Office/NYK,HEAD OFFICE
50Q7,9999-12-31 00:00:00,USV3,2019-04-01 00:00:00,2020-09-11 00:00:00,FHASEGAWA,,,.,,,,,,50Q7,,,,,,,,,,EN,,,,,,,,,US50,,,,,,,,,,,,,,,Head Office General,Head Office General/NYK,HEAD OFFICE GENERAL
